NAME,TYPE,LOCATION,TAG,LAT,LON
[강남문화재단] 제174회 강남마티네콘서트│피아니스트 김정원과 함께하는 아침의 음악정원[고전적 아침],클래식,강남구,안정감; 감정 자극,37.5177,127.0473
[서울생활사박물관] 2025년 박물관에서 열린 청소년 생활법정(중·고등학교 단체),교육/체험,노원구,감정 정화; 몰입,37.654,127.0567
김승미 피아노 독주회,독주/독창회,서초구,감정 정화; 몰입,37.4835,127.0322
[서울시립과학관] 2025 과학테마교실,교육/체험,노원구,감정 정화; 몰입,37.654,127.0567
현유라 바이올린 독주회,독주/독창회,종로구,감정 정화; 몰입,37.5806949,126.9827989
제 3회 광화문광장 야외오페라 마술피리,뮤지컬/오페라,종로구,감정 정화; 몰입,37.5806949,126.9827989
장희재 비올라 독주회,독주/독창회,서초구,감정 정화; 몰입,37.4835,127.0322
박미희 바이올린 독주회 [Johannes Brahms],독주/독창회,서초구,감정 정화; 몰입,37.4835,127.0322
연극 [더 나은 휴머니티],연극,종로구,감정 정화; 몰입,37.5806949,126.9827989
[구로문화재단] 이희문 트리오 [5월의 국악],국악,구로구,감정 정화; 몰입,37.4951999,126.8877
프로젝트 K [Regather] - 음악으로 다시 모이다,클래식,서초구,안정감; 감정 자극,37.4835,127.0322
신유민 귀국 피아노 독주회,클래식,서대문구,안정감; 감정 자극,37.5790747,126.9367861
[2025 클래식다방 - 아리스타인아트홀] 고전적 낭만의 봄날,클래식,서초구,안정감; 감정 자극,37.4835,127.0322
[세종문화회관] 서울시극단 [유령],연극,종로구,감정 정화; 몰입,37.5806949,126.9827989
2025 제2회 쉬엄쉬엄 한강3종 축제,축제-시민화합,광진구,사회적 연결; 에너지 회복,37.5384,127.0828
"[운현궁] 2025 별 헤는 밤, 운현궁(5월)",교육/체험,종로구,감정 정화; 몰입,37.5806949,126.9827989
[한성백제박물관] 몽촌토성 달빛 탐방(5월),교육/체험,송파구,감정 정화; 몰입,37.5145,127.1058
"[중랑구립정보도서관] 중랑 이음: 인문학 5월 표창원교수 [우리 시대의 가장 중요한 가치, 공존을 통한 지속]",교육/체험,중랑구,감정 정화; 몰입,37.6063,127.093
[세종문화회관] 서울시뮤지컬단 [더 퍼스트 그레잇 쇼],뮤지컬/오페라,종로구,감정 정화; 몰입,37.5806949,126.9827989
[종로아이들극장] 2025 키우피우 오브제극축제 [트라포스 : 세 노인과 강아지],연극,종로구,감정 정화; 몰입,37.5806949,126.9827989
[마포문화재단] 2025 마포문화재단 가정의달 축제  [해피 메이 와글와글] 음악동화 [조금은 특별한 피노키오],연극,마포구,감정 정화; 몰입,37.566571,126.9015317
[2025 클래식다방 - 대주아트엔터뮤직2호점] 시각장애예술가 유지민 작곡&피아노 리사이틀,클래식,서초구,안정감; 감정 자극,37.4835,127.0322
